question,answer,context,result,model_name,temperature,error
What is the code of airport that has fewest number of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT code FROM airports ORDER BY num_flights ASC LIMIT 1;,gpt-3.5-turbo-0125,0.0,
Give the code of the airport with the least flights.,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT code FROM airports ORDER BY flights ASC LIMIT 1;,gpt-3.5-turbo-0125,0.0,
Which airline has most number of flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT Airline, COUNT(*) AS num_flights FROM airlines GROUP BY Airline ORDER BY num_flights DESC LIMIT 1;",gpt-3.5-turbo-0125,0.0,
What airline serves the most flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT Airline, COUNT(*) AS num_flights FROM airlines GROUP BY Airline ORDER BY num_flights DESC LIMIT 1;",gpt-3.5-turbo-0125,0.0,
Find the abbreviation and country of the airline that has fewest number of flights?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT Abbreviation, Country FROM airlines GROUP BY Abbreviation, Country ORDER BY COUNT(*) ASC LIMIT 1;",gpt-3.5-turbo-0125,0.0,
What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)","SELECT Abbreviation, Country FROM airlines GROUP BY Abbreviation, Country ORDER BY COUNT(*) ASC LIMIT 1;",gpt-3.5-turbo-0125,0.0,
What are airlines that have some flight departing from airport 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE uid IN (SELECT DISTINCT airline_uid FROM flights WHERE departure_airport = 'AHD'),gpt-3.5-turbo-0125,0.0,
Which airlines have a flight with source airport AHD?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE SourceAirport = 'AHD',gpt-3.5-turbo-0125,0.0,
What are airlines that have flights arriving at airport 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE uid IN (SELECT uid FROM flights WHERE arrival_airport = 'AHD'),gpt-3.5-turbo-0125,0.0,
Which airlines have a flight with destination airport AHD?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE DestinationAirport = 'AHD',gpt-3.5-turbo-0125,0.0,
Find all airlines that have flights from both airports 'APG' and 'CVO'.,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE Airline IN (SELECT Airline FROM flights WHERE Airport = 'APG') AND Airline IN (SELECT Airline FROM flights WHERE Airport = 'CVO'),gpt-3.5-turbo-0125,0.0,
Which airlines have departing flights from both APG and CVO airports?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE DepartingAirport = 'APG' INTERSECT SELECT Airline FROM airlines WHERE DepartingAirport = 'CVO';,gpt-3.5-turbo-0125,0.0,
Find all airlines that have flights from airport 'CVO' but not from 'APG'.,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE Airline IN (SELECT Airline FROM flights WHERE DepartureAirport = 'CVO') AND Airline NOT IN (SELECT Airline FROM flights WHERE DepartureAirport = 'APG'),gpt-3.5-turbo-0125,0.0,
Which airlines have departures from CVO but not from APG airports?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE Departure = 'CVO' AND Airline NOT IN (SELECT Airline FROM airlines WHERE Departure = 'APG'),gpt-3.5-turbo-0125,0.0,
Find all airlines that have at least 10 flights.,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines GROUP BY Airline HAVING COUNT(*) >= 10;,gpt-3.5-turbo-0125,0.0,
Which airlines have at least 10 flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines GROUP BY Airline HAVING COUNT(*) >= 10;,gpt-3.5-turbo-0125,0.0,
Find all airlines that have fewer than 200 flights.,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines GROUP BY Airline HAVING COUNT(*) < 200;,gpt-3.5-turbo-0125,0.0,
Which airlines have less than 200 flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines GROUP BY Airline HAVING COUNT(*) < 200;,gpt-3.5-turbo-0125,0.0,
"What are flight numbers of Airline ""United Airlines""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE Airline = 'United Airlines',gpt-3.5-turbo-0125,0.0,
Which flight numbers correspond to United Airlines flights?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT FlightNumber FROM flights WHERE Airline = 'United Airlines',gpt-3.5-turbo-0125,0.0,
"What are flight numbers of flights departing from Airport ""APG""?","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE departure_airport = 'APG',gpt-3.5-turbo-0125,0.0,
Give the flight numbers of flights leaving from APG.,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE departure_airport = 'APG',gpt-3.5-turbo-0125,0.0,
"What are flight numbers of flights arriving at Airport ""APG""?","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE arrival_airport = 'APG',gpt-3.5-turbo-0125,0.0,
Give the flight numbers of flights landing at APG.,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE destination = 'APG',gpt-3.5-turbo-0125,0.0,
"What are flight numbers of flights departing from City ""Aberdeen ""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE departure_city = 'Aberdeen',gpt-3.5-turbo-0125,0.0,
Give the flight numbers of flights leaving from Aberdeen.,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE departure_city = 'Aberdeen',gpt-3.5-turbo-0125,0.0,
"What are flight numbers of flights arriving at City ""Aberdeen""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE arrival_city = 'Aberdeen',gpt-3.5-turbo-0125,0.0,
Give the flight numbers of flights arriving in Aberdeen.,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT flight_number FROM flights WHERE destination = 'Aberdeen',gpt-3.5-turbo-0125,0.0,
Find the number of flights landing in the city of Aberdeen or Abilene.,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT COUNT(*) FROM flights WHERE destination_city = 'Aberdeen' OR destination_city = 'Abilene';,gpt-3.5-turbo-0125,0.0,
How many flights land in Aberdeen or Abilene?,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT COUNT(*) FROM flights WHERE destination = 'Aberdeen' OR destination = 'Abilene',gpt-3.5-turbo-0125,0.0,
Find the name of airports which do not have any flight in and out.,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE Airline NOT IN (SELECT DISTINCT Airline FROM flights),gpt-3.5-turbo-0125,0.0,
Which airports do not have departing or arriving flights?,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),"CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT); CREATE TABLE 'airlines' (uid INTEGER PRIMARY KEY, Airline TEXT, Abbreviation TEXT, Country TEXT)",SELECT Airline FROM airlines WHERE Airline NOT IN (SELECT DISTINCT Airline FROM departing_flights UNION SELECT DISTINCT Airline FROM arriving_flights),gpt-3.5-turbo-0125,0.0,
How many employees are there?,SELECT count(*) FROM employee,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT COUNT(*) AS total_employees FROM employee,gpt-3.5-turbo-0125,0.0,
Count the number of employees,SELECT count(*) FROM employee,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT COUNT(*) AS num_employees FROM employee,gpt-3.5-turbo-0125,0.0,
Sort employee names by their age in ascending order.,SELECT name FROM employee ORDER BY age,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee ORDER BY Age ASC;,gpt-3.5-turbo-0125,0.0,
List the names of employees and sort in ascending order of age.,SELECT name FROM employee ORDER BY age,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee ORDER BY Age ASC,gpt-3.5-turbo-0125,0.0,
What is the number of employees from each city?,"SELECT count(*) ,  city FROM employee GROUP BY city","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT City, COUNT(*) AS Number_of_Employees FROM employee GROUP BY City;",gpt-3.5-turbo-0125,0.0,
Count the number of employees for each city.,"SELECT count(*) ,  city FROM employee GROUP BY city","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT City, COUNT(Employee_ID) AS num_employees FROM employee GROUP BY City;",gpt-3.5-turbo-0125,0.0,
Which cities do more than one employee under age 30 come from?,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT City FROM employee GROUP BY City HAVING COUNT(*) > 1 AND MAX(Age) < 30,gpt-3.5-turbo-0125,0.0,
